dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_src_dport_ltm,ct_dst_sport_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,attack_cat,label,detection_score,true_label,timestamp,detected_by_model
9e-06,udp,-,INT,2,0,104,0,111111.11,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.015615,Flow_Aware_LSH
1e-06,tcp,-,REQ,2,0,90,0,1000000.0,360000000.0,0.0,1,0,0.001,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.025806,Flow_Aware_LSH
3e-06,micp,-,INT,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1,0.75,1,2025-07-15T10:26:03.030937,Flow_Aware_LSH
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,16,0,0,0,0,Generic,1,0.8453124999999999,1,2025-07-15T10:26:03.036398,Flow_Aware_LSH
7.200432,rvd,-,INT,4,0,400,0,0.416642,333.31335,0.0,0,0,2400.144,0.0,3394.3093,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,3,0,0,0,0,DoS,1,0.75,1,2025-07-15T10:26:03.041599,Flow_Aware_LSH
56.709965,ospf,-,INT,66,0,7128,0,1.146183,990.3021,0.0,0,0,872.4609,0.0,1090.8136,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,1,0,0,0,0,DoS,1,0.75,1,2025-07-15T10:26:03.046848,Flow_Aware_LSH
9e-06,udp,-,INT,2,0,78,0,111111.11,34666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.046892,Flow_Aware_LSH
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,18,0,0,0,0,Generic,1,0.8453124999999999,1,2025-07-15T10:26:03.052227,Flow_Aware_LSH
7e-06,iplt,-,INT,2,0,200,0,142857.14,114285710.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,6,0,0,0,0,Fuzzers,1,0.9,1,2025-07-15T10:26:03.052293,Flow_Aware_LSH
0.709397,tcp,-,FIN,28,30,5080,3080,80.34993,55246.918,33583.45,7,7,26.25563,24.443068,1457.938,37.193012,255,521661039,2866319856,255,0.000677,0.000543,0.000134,181,103,0,0,1,1,0,0,0,0,Normal,0,0.9,0,2025-07-15T10:26:03.063792,Flow_Aware_LSH
1.1e-05,udp,dns,INT,2,0,114,0,90909.09,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,2,0,0,0,0,Generic,1,0.8359375,1,2025-07-15T10:26:03.069103,Flow_Aware_LSH
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,8,0,0,0,0,Generic,1,0.75,1,2025-07-15T10:26:03.074265,Flow_Aware_LSH
0.506427,tcp,-,FIN,12,8,1066,714,37.51775,15449.413,9873.092,3,2,43.52091,59.455147,2294.6182,85.00674,255,2077365761,1792127445,255,0.166701,0.090234,0.076467,89,89,0,0,1,1,0,0,0,0,Fuzzers,1,0.9,1,2025-07-15T10:26:03.079478,Flow_Aware_LSH
1.054562,tcp,-,FIN,10,8,534,354,16.120438,3648.9084,2351.6873,2,1,113.94056,136.12,6481.5767,217.29042,255,2959234403,2419100739,255,0.168737,0.101716,0.067021,53,44,0,0,3,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.084752,Flow_Aware_LSH
6e-06,udp,dns,INT,2,0,114,0,166666.66,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,18,0,0,0,0,Generic,1,0.75,1,2025-07-15T10:26:03.089906,Flow_Aware_LSH
0.71375,tcp,-,FIN,10,6,690,268,21.015762,6960.4204,2510.683,2,1,70.15789,135.6064,4020.2903,198.26086,255,4271802223,3593955310,255,0.159055,0.035709,0.123346,69,45,0,0,3,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.094999,Flow_Aware_LSH
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,18,0,0,0,0,Generic,1,0.75,1,2025-07-15T10:26:03.100472,Flow_Aware_LSH
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,12,0,0,0,0,Generic,1,0.75,1,2025-07-15T10:26:03.105711,Flow_Aware_LSH
0.015246,tcp,-,FIN,46,48,2854,30622,6099.9604,1465040.0,15733963.0,7,17,0.338295,0.312851,18.78129,17.839367,255,4206206885,2067133175,255,0.000679,0.000535,0.000144,62,638,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.111025,Flow_Aware_LSH
2.306956,tcp,ftp,FIN,22,22,1166,1634,18.63928,3859.6313,5409.726,7,9,109.85505,104.41481,5392.7705,6106.608,255,275028241,3123076644,255,0.166305,0.113227,0.053078,53,74,0,0,1,1,1,1,0,0,Exploits,1,0.85,1,2025-07-15T10:26:03.111084,Flow_Aware_LSH
3.604383,tcp,http,FIN,60,18,68195,784,21.36288,148838.8,1644.6643,27,1,61.08746,205.72954,8628.517,370.23047,255,3454570100,1619827892,255,0.197695,0.106971,0.090724,1137,44,1,0,2,2,0,0,4,0,Normal,0,0.9,0,2025-07-15T10:26:03.116269,Flow_Aware_LSH
4.870671,tcp,-,FIN,124,38,143779,2618,33.054996,234251.11,4188.335,59,8,39.59895,126.39265,4229.0864,181.11737,255,1932743748,2214018650,255,0.231046,0.16834,0.062706,1160,69,0,0,1,1,0,0,0,0,Exploits,1,0.9,1,2025-07-15T10:26:03.121532,Flow_Aware_LSH
0.832873,tcp,-,FIN,10,6,1506,268,18.009949,13024.795,2151.5886,2,1,92.427666,144.53941,4602.958,231.10155,255,2927912642,3430801972,255,0.192879,0.11017,0.082709,151,45,0,0,1,1,0,0,0,0,Normal,0,0.8453124999999999,0,2025-07-15T10:26:03.142907,Flow_Aware_LSH
0.001096,udp,-,CON,2,2,146,178,2737.2263,532846.75,649635.06,0,0,0.004,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0,0.8546874999999999,0,2025-07-15T10:26:03.149110,Flow_Aware_LSH
0.215777,tcp,http,FIN,10,8,788,1648,78.78504,26323.473,53462.605,2,2,23.975222,28.283428,1234.3881,53.133354,255,2924061745,2751247325,255,0.055366,0.009074,0.046292,79,206,1,410,1,1,0,0,1,0,Exploits,1,0.75,1,2025-07-15T10:26:03.161590,Flow_Aware_LSH
1.1e-05,udp,dns,INT,2,0,114,0,90909.09,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,3,0,0,0,0,Generic,1,0.8359375,1,2025-07-15T10:26:03.166895,Flow_Aware_LSH
1e-05,unas,-,INT,2,0,200,0,500000.0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,4,0,0,0,0,Exploits,1,0.75,1,2025-07-15T10:26:03.172243,Flow_Aware_LSH
5e-06,udp,dns,INT,2,0,114,0,200000.0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,18,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:26:03.177469,Flow_Aware_LSH
1e-05,udp,dns,INT,2,0,114,0,100000.0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,4,0,0,0,0,Generic,1,0.8359375,1,2025-07-15T10:26:03.182598,Flow_Aware_LSH
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,15,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:26:03.188241,Flow_Aware_LSH
0.466699,ospf,-,INT,18,0,2858,0,36.42605,46282.508,0.0,0,0,27.452883,0.0,32.106724,0.0,0,0,0,0,0.0,0.0,0.0,159,0,0,0,1,1,0,0,0,0,Exploits,1,0.9,1,2025-07-15T10:26:03.188290,Flow_Aware_LSH
4e-06,tlsp,-,INT,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,6,0,0,0,0,Analysis,1,0.85,1,2025-07-15T10:26:03.188316,Flow_Aware_LSH
0.004984,tcp,-,FIN,18,18,4232,2456,7022.4717,6415730.0,3723916.2,7,7,0.274412,0.260588,13.463152,0.342844,255,631727443,634913707,255,0.0007,0.00055,0.00015,235,136,0,0,1,1,0,0,0,0,Normal,0,0.9,0,2025-07-15T10:26:03.209533,Flow_Aware_LSH
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,23,0,0,0,0,Generic,1,0.8453124999999999,1,2025-07-15T10:26:03.209682,Flow_Aware_LSH
5e-06,sprite-rpc,-,INT,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1,0.75,1,2025-07-15T10:26:03.209739,Flow_Aware_LSH
2.7e-05,udp,dns,INT,2,0,114,0,37037.035,16888888.0,0.0,0,0,0.027,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,3,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:26:03.209810,Flow_Aware_LSH
0.052158,tcp,smtp,FIN,52,42,37268,3380,1783.0438,5606349.5,506154.38,18,8,1.015,1.257463,61.451035,2.909001,255,1581789801,3732377143,255,0.000751,0.000596,0.000155,717,80,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.209898,Flow_Aware_LSH
0.756672,tcp,-,FIN,20,8,17286,354,35.682568,173623.44,3277.5098,7,1,38.538315,98.16729,3146.0828,133.52388,255,2844660812,2028641572,255,0.12865,0.069492,0.059158,864,44,0,0,3,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.209919,Flow_Aware_LSH
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,16,0,0,0,0,Generic,1,0.8453124999999999,1,2025-07-15T10:26:03.215032,Flow_Aware_LSH
3e-06,udp,-,INT,2,0,198,0,333333.3,263999980.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,99,0,0,0,1,1,0,0,0,0,Normal,0,0.8312499999999999,0,2025-07-15T10:26:03.220138,Flow_Aware_LSH
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,4,0,0,0,0,Generic,1,0.8453124999999999,1,2025-07-15T10:26:03.225534,Flow_Aware_LSH
0.002383,udp,dns,CON,2,2,132,164,1258.9174,221569.45,275283.25,0,0,0.01,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,2,1,0,0,0,0,Normal,0,0.8453124999999999,0,2025-07-15T10:26:03.225630,Flow_Aware_LSH
9e-06,udp,-,INT,2,0,168,0,111111.11,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,1,0,0,0,0,Reconnaissance,1,0.75,1,2025-07-15T10:26:03.230878,Flow_Aware_LSH
1.476201,tcp,-,FIN,10,8,2516,354,11.516046,12274.751,1679.9879,2,1,164.02234,191.58472,12074.711,312.49945,255,1495124468,137456064,255,0.172455,0.09029,0.082165,252,44,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.236128,Flow_Aware_LSH
0.537778,tcp,http,FIN,10,8,824,1188,31.611555,11038.012,15471.067,2,2,59.753113,60.349854,3148.2722,101.77869,255,1350420095,1720669220,255,0.129344,0.072069,0.057275,82,149,1,186,3,2,0,0,4,0,Normal,0,0.75,0,2025-07-15T10:26:03.242014,Flow_Aware_LSH
1.100514,tcp,-,FIN,10,6,534,268,13.629994,3496.5479,1628.33,2,1,117.31511,205.6174,7767.9287,366.54547,255,4110093635,2950590767,255,0.160862,0.072418,0.088444,53,45,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.247212,Flow_Aware_LSH
1.444929,tcp,http,FIN,58,14,68115,612,49.137363,370625.8,3150.328,26,1,23.702597,103.291,2365.5615,154.5472,255,2019601156,1901499291,255,0.195667,0.102136,0.093531,1174,44,1,0,1,1,0,0,1,0,Fuzzers,1,0.75,1,2025-07-15T10:26:03.252540,Flow_Aware_LSH
9e-06,udp,-,INT,2,0,104,0,111111.11,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.258085,Flow_Aware_LSH
0.616422,tcp,-,FIN,10,6,514,268,24.333979,6008.8706,2907.0994,2,1,68.47489,110.6732,3457.8792,183.82272,255,4167519928,2284931824,255,0.145586,0.063052,0.082534,51,45,0,0,1,1,0,0,0,0,Normal,0,0.9,0,2025-07-15T10:26:03.263413,Flow_Aware_LSH
1e-05,secure-vmtp,-,INT,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Backdoor,1,0.75,1,2025-07-15T10:26:03.263499,Flow_Aware_LSH
0.187631,tcp,http,FIN,10,6,944,268,79.944145,36241.348,9550.661,2,1,18.934334,36.139603,1010.83136,60.327423,255,2179405017,3792476962,255,0.052009,0.006924,0.045085,94,45,1,0,1,1,0,0,1,0,Exploits,1,0.75,1,2025-07-15T10:26:03.263520,Flow_Aware_LSH
1.1e-05,udp,dns,INT,2,0,114,0,90909.09,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,3,0,0,0,0,Generic,1,0.8359375,1,2025-07-15T10:26:03.263949,Flow_Aware_LSH
0.003827,tcp,ftp-data,FIN,14,8,8928,424,5487.3267,17331592.0,775542.2,4,1,0.294385,0.445429,18.066332,1.080869,255,3602681042,3614012394,255,0.000635,0.000505,0.00013,638,53,0,0,1,1,0,0,0,0,Normal,0,0.9,0,2025-07-15T10:26:03.269093,Flow_Aware_LSH
9e-06,netblt,-,INT,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1,0.75,1,2025-07-15T10:26:03.274319,Flow_Aware_LSH
0.304825,tcp,http,FIN,10,8,810,1206,55.769703,19132.29,27714.262,2,2,33.869446,34.696144,1699.5525,51.899326,255,2435729520,2612240975,255,0.072,0.04532,0.02668,81,151,1,179,1,1,0,0,1,0,DoS,1,0.75,1,2025-07-15T10:26:03.280115,Flow_Aware_LSH
0.52179,tcp,-,FIN,10,6,684,268,28.747196,9444.412,3434.3315,2,1,57.857445,92.87,3218.6187,145.5556,255,1622845501,129146287,255,0.110099,0.057437,0.052662,68,45,0,0,1,1,0,0,0,0,Shellcode,1,0.8265625,1,2025-07-15T10:26:03.285495,Flow_Aware_LSH
1.1e-05,udp,-,INT,2,0,168,0,90909.09,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,1,0,0,0,0,Reconnaissance,1,0.75,1,2025-07-15T10:26:03.290718,Flow_Aware_LSH
0.631644,tcp,http,FIN,10,8,840,1096,26.913895,9575.014,12146.082,2,2,78.9555,64.176,4057.198,95.048904,255,2928857978,4180432066,255,0.19621,0.146798,0.049412,84,137,1,141,1,1,0,0,1,0,Normal,0,0.75,0,2025-07-15T10:26:03.296742,Flow_Aware_LSH
5e-06,udp,dns,INT,2,0,114,0,200000.0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,22,22,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:26:03.296795,Flow_Aware_LSH
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,25,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:26:03.296880,Flow_Aware_LSH
1.2e-05,udp,-,INT,2,0,232,0,83333.33,77333330.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,116,0,0,0,1,1,0,0,0,0,Shellcode,1,0.8546874999999999,1,2025-07-15T10:26:03.296906,Flow_Aware_LSH
0.872995,tcp,-,FIN,10,6,546,268,17.182228,4508.6167,2052.7036,2,1,96.89689,158.7724,5356.843,276.71304,255,2164499247,917335239,255,0.157273,0.079125,0.078148,55,45,0,0,3,2,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.297064,Flow_Aware_LSH
6e-06,udp,dns,INT,2,0,114,0,166666.66,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,4,0,0,0,0,Generic,1,0.75,1,2025-07-15T10:26:03.297078,Flow_Aware_LSH
0.686738,tcp,-,FIN,10,8,564,354,24.75471,5917.8315,3611.2751,2,1,75.27367,93.724144,5614.4966,139.79694,255,3072983010,1013587025,255,0.050062,0.03066,0.019402,56,44,0,0,1,1,0,0,0,0,Reconnaissance,1,0.840625,1,2025-07-15T10:26:03.297092,Flow_Aware_LSH
0.524623,tcp,-,FIN,8,10,364,3754,32.404224,4864.446,51526.527,1,3,74.946144,51.946556,5117.514,4368.43,255,1466824099,3570047028,255,0.098506,0.054252,0.044254,46,375,0,0,1,1,0,0,0,0,Exploits,1,0.75,1,2025-07-15T10:26:03.297108,Flow_Aware_LSH
0.006989,tcp,-,FIN,24,20,2158,1918,6152.5254,2368293.0,2086707.8,6,5,0.30387,0.316632,0.0,19.047024,255,1659467824,3805081540,255,0.000647,0.000485,0.000162,90,96,0,0,1,1,0,0,0,0,Normal,0,0.8312499999999999,0,2025-07-15T10:26:03.297131,Flow_Aware_LSH
8e-06,unas,-,INT,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1,0.9,1,2025-07-15T10:26:03.302257,Flow_Aware_LSH
0.699127,tcp,-,FIN,10,6,534,268,21.45533,5504.007,2563.1965,2,1,77.68078,108.189606,4073.0715,193.53572,255,711796038,635830319,255,0.185133,0.130077,0.055056,53,45,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.302312,Flow_Aware_LSH
0.208092,tcp,http,FIN,10,6,2062,268,72.0835,71353.055,8611.575,2,1,21.165556,39.2752,1106.8907,63.45941,255,1643749237,3126422150,255,0.058825,0.011708,0.047117,206,45,1,0,1,1,0,0,1,0,Exploits,1,0.75,1,2025-07-15T10:26:03.302326,Flow_Aware_LSH
4.079208,tcp,http,FIN,62,368,3002,474437,105.16747,5793.2817,927921.3,2,181,66.87226,10.93154,3740.491,1604.5674,255,543273895,2346950415,255,0.155909,0.066647,0.089262,48,1289,0,0,1,1,0,0,0,0,Exploits,1,0.75,1,2025-07-15T10:26:03.302340,Flow_Aware_LSH
1.084748,tcp,-,FIN,16,14,904,728,26.73432,6253.987,4985.4897,5,3,72.31653,74.787,4127.982,113.37051,255,3955044815,4280773739,255,0.118721,0.086836,0.031885,57,52,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.302352,Flow_Aware_LSH
3e-06,chaos,-,INT,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,10,0,0,0,0,DoS,1,0.75,1,2025-07-15T10:26:03.302366,Flow_Aware_LSH
5e-06,udp,dns,INT,2,0,114,0,200000.0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,3,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:26:03.302375,Flow_Aware_LSH
1e-05,udp,dns,INT,2,0,114,0,100000.0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,3,0,0,0,0,Generic,1,0.8359375,1,2025-07-15T10:26:03.302385,Flow_Aware_LSH
1.444163,tcp,-,FIN,58,14,67943,612,49.163425,369886.22,3151.9988,26,1,25.348429,104.905464,2455.891,156.64856,255,1956131778,997783598,255,0.17929,0.080384,0.098906,1171,44,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.302400,Flow_Aware_LSH
4e-06,udp,dns,INT,2,0,114,0,250000.0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,3,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:26:03.302408,Flow_Aware_LSH
4e-06,udp,dns,INT,2,0,114,0,250000.0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,6,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:26:03.302415,Flow_Aware_LSH
1.1e-05,udp,-,INT,2,0,1064,0,90909.09,386909100.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,11,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.302423,Flow_Aware_LSH
0.044556,tcp,-,FIN,96,98,5486,92746,4331.6274,974773.3,16482629.0,7,42,0.4654,0.458542,24.703897,23.704596,255,2915803147,2934733817,255,0.000683,0.000529,0.000154,57,946,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.302435,Flow_Aware_LSH
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,15,0,0,0,0,Generic,1,0.8453124999999999,1,2025-07-15T10:26:03.302444,Flow_Aware_LSH
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,25,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:26:03.302452,Flow_Aware_LSH
1.1e-05,udp,dns,INT,2,0,114,0,90909.09,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,3,0,0,0,0,Generic,1,0.8359375,1,2025-07-15T10:26:03.302460,Flow_Aware_LSH
0.455594,tcp,-,FIN,10,6,534,268,32.92405,8446.116,3933.3267,2,1,46.750668,74.343796,2356.2258,110.23393,255,389645065,2734153246,255,0.125677,0.083872,0.041805,53,45,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:03.302471,Flow_Aware_LSH
0.819005,tcp,-,FIN,10,8,564,354,20.756893,4962.1187,3028.0645,2,1,85.10689,108.58314,6105.667,143.37889,255,2530770255,1985796114,255,0.135132,0.058914,0.076218,56,44,0,0,1,1,0,0,0,0,Reconnaissance,1,0.75,1,2025-07-15T10:26:03.302480,Flow_Aware_LSH
3e-06,udp,dns,INT,2,0,114,0,333333.3,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,25,0,0,0,0,Generic,1,0.75,1,2025-07-15T10:26:03.307612,Flow_Aware_LSH
0.674635,tcp,http,FIN,60,12,68199,526,105.242096,795250.75,5727.5415,27,1,11.163542,56.288727,1197.173,76.88166,255,518786154,163687932,255,0.131191,0.055452,0.075739,1137,44,1,0,2,1,0,0,1,0,Fuzzers,1,0.9,1,2025-07-15T10:26:03.308312,Flow_Aware_LSH
1e-05,unas,-,INT,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,0,0,0,0,Exploits,1,0.75,1,2025-07-15T10:26:03.313463,Flow_Aware_LSH
0.661163,tcp,-,FIN,10,8,546,354,25.712269,5953.1465,3750.9663,2,1,68.37422,88.09771,4699.8994,128.1471,255,231371961,2050822137,255,0.101475,0.04447,0.057005,55,44,0,0,1,1,0,0,0,0,Normal,0,0.8359375,0,2025-07-15T10:26:03.324367,Flow_Aware_LSH
0.018482,tcp,-,FIN,40,44,2550,23892,4490.856,1076506.9,10106699.0,5,15,0.465718,0.41693,0.0,24.660532,255,809762198,822876441,255,0.0,0.0,0.0,64,543,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:08.561471,Flow_Aware_LSH
0.784363,tcp,-,FIN,10,8,564,354,21.67364,5181.275,3161.8015,2,1,86.999886,107.32229,6188.098,146.95685,255,1586198794,2441737106,255,0.083496,0.033104,0.050392,56,44,0,0,2,1,0,0,0,0,Reconnaissance,1,0.7828125,1,2025-07-15T10:26:08.571843,Flow_Aware_LSH
9e-06,udp,dns,INT,2,0,114,0,111111.11,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,21,21,0,0,0,0,Generic,1,0.8453124999999999,1,2025-07-15T10:26:08.571910,Flow_Aware_LSH
8e-06,udp,dns,INT,2,0,114,0,125000.0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,25,0,0,0,0,Generic,1,0.9,1,2025-07-15T10:26:08.571949,Flow_Aware_LSH
1.013067,tcp,-,FIN,14,18,1684,10168,30.600147,12350.614,75840.984,3,5,77.899925,59.551704,8761.827,7675.4243,255,889301011,3039817553,255,0.000844,0.000684,0.00016,120,565,0,0,1,1,0,0,0,0,Normal,0,0.75,0,2025-07-15T10:26:08.577047,Flow_Aware_LSH
0.624969,tcp,-,FIN,14,12,782,678,40.001984,9306.062,7961.9946,4,4,48.07454,48.828,2304.2864,65.02944,255,3128621521,3532927725,255,0.084899,0.035567,0.049332,56,57,0,0,2,2,0,0,0,0,Fuzzers,1,0.75,1,2025-07-15T10:26:08.582517,Flow_Aware_LSH
